SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;acceleration;steering;isValid;
1513353117.015559;1513353117.015559;1513353117.015597;3;-0.5519871;1;
1513353117.02556;1513353117.02556;1513353117.025597;3;-0.5519878;1;
1513353117.03557;1513353117.03557;1513353117.035608;3;-0.5519884;1;
1513353117.045563;1513353117.045563;1513353117.045601;3;-0.551989;1;
1513353117.055569;1513353117.055569;1513353117.055607;3;-0.5519895;1;
1513353117.06557;1513353117.06557;1513353117.065608;3;-0.5519901;1;
1513353117.075557;1513353117.075557;1513353117.075593;3;-0.5519906;1;
1513353117.085563;1513353117.085563;1513353117.085601;3;-0.5519912;1;
1513353117.095612;1513353117.095612;1513353117.095648;3;-0.5519917;1;
1513353117.10558;1513353117.10558;1513353117.105617;3;-0.5519922;1;
1513353117.115573;1513353117.115573;1513353117.115611;3;-0.5519927;1;
1513353117.125571;1513353117.125571;1513353117.125609;3;-0.5519933;1;
1513353117.135569;1513353117.135569;1513353117.135606;3;-0.5519937;1;
1513353117.145578;1513353117.145578;1513353117.145626;3;-0.5519942;1;
1513353117.155644;1513353117.155644;1513353117.155692;3;-0.5519947;1;
1513353117.165568;1513353117.165568;1513353117.165607;3;-0.5519952;1;
1513353117.17557;1513353117.17557;1513353117.175609;3;-0.5519956;1;
1513353117.185579;1513353117.185579;1513353117.185615;3;-0.5519961;1;
1513353117.195566;1513353117.195566;1513353117.195605;3;-0.5519965;1;
1513353117.205585;1513353117.205585;1513353117.205624;3;-0.5519969;1;
1513353117.21559;1513353117.21559;1513353117.215628;3;-0.5519973;1;
1513353117.225567;1513353117.225567;1513353117.225606;3;-0.5519977;1;
1513353117.235563;1513353117.235563;1513353117.235611;3;-0.5519981;1;
1513353117.245566;1513353117.245566;1513353117.245605;3;-0.5519985;1;
1513353117.255566;1513353117.255566;1513353117.255603;3;-0.5519989;1;
1513353117.265566;1513353117.265566;1513353117.265601;3;-0.5519993;1;
1513353117.275565;1513353117.275565;1513353117.275601;3;-0.5519996;1;
1513353117.285564;1513353117.285564;1513353117.2856;3;-0.552;1;
1513353117.295565;1513353117.295565;1513353117.295602;3;-0.5520004;1;
1513353117.305571;1513353117.305571;1513353117.305608;3;-0.5520007;1;
1513353117.315593;1513353117.315593;1513353117.31563;3;-0.5520011;1;
1513353117.325566;1513353117.325566;1513353117.325604;3;-0.5520014;1;
1513353117.335564;1513353117.335564;1513353117.335601;3;-0.5520017;1;
1513353117.345572;1513353117.345572;1513353117.34561;3;-0.5520021;1;
1513353117.355564;1513353117.355564;1513353117.35562;3;-0.5520024;1;
1513353117.365571;1513353117.365571;1513353117.36561;3;-0.5520027;1;
1513353117.375568;1513353117.375568;1513353117.375605;3;-0.552003;1;
1513353117.385573;1513353117.385573;1513353117.385611;3;-0.5520033;1;
1513353117.395566;1513353117.395566;1513353117.395604;3;-0.5520036;1;
1513353117.405587;1513353117.405587;1513353117.405653;3;-0.5520039;1;
1513353117.415592;1513353117.415592;1513353117.415657;3;-0.5520041;1;
1513353117.425572;1513353117.425572;1513353117.425611;3;-0.5520044;1;
1513353117.435557;1513353117.435557;1513353117.435593;3;-0.5520047;1;
1513353117.445567;1513353117.445567;1513353117.445605;3;-0.5520049;1;
1513353117.455583;1513353117.455583;1513353117.455644;3;-0.5520052;1;
1513353117.465599;1513353117.465599;1513353117.465659;3;-0.5520054;1;
1513353117.475551;1513353117.475551;1513353117.475589;3;-0.5520057;1;
1513353117.485571;1513353117.485571;1513353117.48561;3;-0.5520059;1;
1513353117.495578;1513353117.495578;1513353117.495621;3;-0.5520062;1;
1513353117.505546;1513353117.505546;1513353117.505582;3;-0.5520064;1;
1513353117.515551;1513353117.515551;1513353117.515588;3;-0.5520066;1;
1513353117.52555;1513353117.52555;1513353117.525595;3;-0.5520068;1;
1513353117.53563;1513353117.53563;1513353117.535666;3;-0.5520071;1;
1513353117.545552;1513353117.545552;1513353117.545589;3;-0.5520073;1;
1513353117.555555;1513353117.555555;1513353117.555597;3;-0.5520075;1;
1513353117.565561;1513353117.565561;1513353117.565603;3;-0.5520077;1;
